W2117709364	<mml:math xmlns:mml="http://www.w3.org/1998/Math/MathML" display="inline"><mml:mi>M</mml:mi></mml:math>theory as a matrix model: A conjecture
C2780990831	Conjecture
A5044705808	T. Banks
A5075935224	Stephen H. Shenker
A5108186363	Lawrence Susskind
W2030046989	The theory of equilibrium critical phenomena
W2114207424	Good quantum error-correcting codes exist
C118615104	Discrete mathematics
A5111958277	A.R. Calderbank
W2121904540	Crystal Engineering of NLO Materials Based on Metal−Organic Coordination Networks
C5716244	Crystal engineering
C90104038	Diamondoid
C68913812	Coordination complex
A5032318758	O.R. Evans
A5057193669	Wenbin Lin
W2140965658	Distributed generation: a definition
C2986283658	Distributed power generation
C36877392	Distributed power
A5071571840	Thomas Ackermann
A5071434471	Lennart Söder
W2043234688	The Institutional Dynamics of International Political Orders
W2108119513	Graph Regularized Nonnegative Matrix Factorization for Data Representation
A5061528283	Deng Cai
A5102013345	Xiaofei He
A5019539533	Jiawei Han
W1987881172	Brownian Motion of a Quantum Oscillator
W2083826621	Formation velocity and density; the diagnostic basics for stratigraphic traps
C6494504	Sedimentary rock
C199289684	Mineralogy
C122792734	Lithology
A5109954224	G. H. F. Gardner
A5028710241	L. W. Gardner
A5028160880	A.R. Gregory
W2118020692	Informal learning in the workplace
C2780198215	Informal learning
C2779561248	Tacit knowledge
C37228920	Experiential learning
C2983731402	Workplace learning
A5091681771	Michael Eraut
W2157606627	Renormalization of higher-derivative quantum gravity
A5052932442	K.S. Stelle
W2037512490	The Unanticipated Consequences of Purposive Social Action
C100363876	Nonprobability sampling
A5112712778	Robert Κ. Merton
W2124118547	Getting to the fat of the matter: models, methods and assumptions for dealing with lipids in stable isotope analyses
A5028899695	Craig A. Layman
A5070369148	D. Albrey Arrington
A5026599819	Gaku Takimoto
A5072997787	John Quattrochi
W2264767503	Introduction to the Analysis of Survival Data in the Presence of Competing Risks
C50382708	Proportional hazards model
C88879693	Cumulative incidence
A5030080832	Peter C. Austin
A5054561346	Douglas S. Lee
A5034035782	Jason P. Fine
W2078666525	Conjoint Analysis in Marketing: New Developments with Implications for Research and Practice
C2778054375	Conjoint analysis
C2781249084	Preference
A5030693492	Paul E. Green
A5034164853	V. Srinivasan
W2153420770	Heating magnetic fluid with alternating magnetic field
C168589914	Ferrofluid
A5003178151	Ronald E. Rosensweig
W1997041494	Relativistic electronic-structure calculations employing a two-component no-pair formalism with external-field projection operators
A5111845185	Bernd A. Heß
W2025173691	The emergence of spin electronics in data storage
A5103518479	Claude Chappert
W2057357428	Quantum-state engineering with Josephson-junction devices
A5111760858	Yuriy Makhlin
A5026551021	Gerd Schön
A5025235699	Alexander Shnirman
W2963691377	Class-Balanced Loss Based on Effective Number of Samples
C8642999	Hyperparameter
A5041864624	Yin Cui
A5047506888	Menglin Jia
A5052768778	Tsung-Yi Lin
A5041567418	Yang Song
A5018609918	Serge Belongie
W2167656187	Correlation between Photons in two Coherent Beams of Light
A5049570006	Robert Brown
A5036148289	R. Q. Twiss
W2084053963	Insights into Current Limitations of Density Functional Theory
A5028349799	Aron J. Cohen
A5053764587	Paula Mori‐Sánchez
W1964683291	A unified field theory of mesons and baryons
C187268509	Field theory (psychology)
C163387558	Effective field theory
A5076642876	T. H. R. Skyrme
W1967779367	Semiconducting and other major properties of gallium arsenide
A5072436199	J. S. Blakemore
W4229766111	Optimized pseudopotentials
A5059503004	Andrew M. Rappe
A5077912053	Karin M. Rabe
A5005174623	Efthimios Kaxiras
W4242671632	Fractional differencing
A5111755714	J. R. M. Hosking
W1490324405	Gene transfer into mouse lyoma cells by electroporation in high electric fields.
A5111954523	E. Neumann
A5053114935	Maria Schaefer-Ridder
A5011221612	Y. Wang
A5108440315	P. H. Hofschneider
W2027815611	A combined quantum mechanical and molecular mechanical potential for molecular dynamics simulations
A5065517582	Martin J. Field
A5110449899	Paul A. Bash
W2087526401	A pharmacokinetic analysis program (multi) for microcomputer.
C144521790	Simplex algorithm
A5108448437	Kiyoshi Yamaoka
A5074812415	Yusuke Tanigawara
A5021174360	Terumichi Nakagawa
A5109359716	Toyozo Uno
W2023308729	Reliability and validity of a brief instrument for assessing post‐traumatic stress disorder
A5113844130	David S. Riggs
A5086731621	Constance V. Dancu
A5045325624	Barbara O. Rothbaum
W2159691769	“Let's Argue!”: Communicative Action in World Politics
A5101878570	Thomas Risse
W4234597487	Mixed-valence manganites
A5066083005	M. Viret
W2072443063	A New Type of Secondary Radiation
C61203554	Compton scattering
A5108634248	C. V. Raman
A5026672201	K. S. KRISHNAN
W2169655552	Approximate evaluations of the electrostatic free energy and internal energy changes in solution processes
W2220596051	Activating and optimizing MoS2 basal planes for hydrogen evolution through the formation of strained sulphur vacancies
C2994038127	Basal plane
C549387045	Molybdenum
A5100339405	Hong Li
A5014258675	Charlie Tsai
A5049294863	Ai Leen Koh
A5035267015	Lili Cai
A5009279432	Alex W. Contryman
W1987741147	Relationship between Absorption Intensity and Fluorescence Lifetime of Molecules
A5108826968	S. J. Strickler
A5058693463	Robert A. Berg
W2172877736	The Tropical Rainfall Measuring Mission (TRMM) Sensor Package
C120189094	Radiometer
C96960616	Microwave radiometer
C29278236	Global Precipitation Measurement
A5077455505	Christian D. Kummerow
A5101539886	William Barnes
A5024386064	Toshiaki Kozu
A5048768750	J. C. Shiue
A5042017942	Joanne Simpson
W1513126258	Basal ganglia-thalamocortical circuits: parallel substrates for motor, oculomotor, "prefrontal" and "limbic" functions.
C2778187257	Basal ganglia
C2779246727	Thalamus
A5113692693	Garrett E. Alexander
A5111454876	M. D. Crutcher
A5015494084	Mahlon R. DeLong
W2135463994	Application of the Karhunen-Loeve procedure for the characterization of human faces
C109308471	Karhunen–Loève theorem
A5061567476	Michael Kirby
A5014614488	L. Sirovich
W2154897810	A measure of betweenness centrality based on random walks
W2106622011	Agreeing to Disagree
C31084985	Common knowledge (logic)
C177769412	Prior probability
A5007700318	Robert J. Aumann
W2029699094	A Survey of Wide Bandgap Power Semiconductor Devices
C129014197	Power semiconductor device
C79635011	Semiconductor device
A5050363894	José del R. Millán
A5012359906	Philippe Godignon
A5033106452	X. Perpiñà
A5066438326	Amador Pérez‐Tomás
A5081760403	J. Rebollo
W2121123255	Quantized Hall conductance, current-carrying edge states, and the existence of extended states in a two-dimensional disordered potential
W2153146814	The Relation Between Price Changes and Trading Volume: A Survey
A5055975319	Jonathan M. Karpoff
W4211085660	Nonlinear plasmonics
C178596936	Ultrashort pulse
A5008202558	Martti Kauranen
A5014515439	Anatoly V. Zayats
W1986982278	Studies in Molecular Dynamics. I. General Method
A5026740970	T. E. Wainwright
W2065393880	The physics of manganites: Structure and transport
A5108716893	M. B. Salamon
A5022306798	M. Jaime
W2090885565	Stability of periodic waves of finite amplitude on the surface of a deep fluid
W2116109970	Final report of the E821 muon anomalous magnetic moment measurement at BNL
C205334942	Muon
A5043102914	G. W. Bennett
A5002367328	B. Bousquet
A5091718523	H. Brown
A5027438153	G. Bunce
A5075220046	R. M. Carey
W2117581782	Orbital Physics in Transition-Metal Oxides
A5042081526	Y. Tokura
W2151895170	Macroscopic polarization in crystalline dielectrics: the geometric phase approach
C99942733	Polarization density
A5079091287	Raffaele Resta
W2080325016	Calibration of the Lutetium-Hafnium Clock
C520551903	Lutetium
C546638069	Hafnium
C57016615	Radiogenic nuclide
C149347711	Archean
A5024752693	Erik E. Scherer
A5050264557	Carsten Münker
A5010437340	Klaus Mezger
W2139664242	Nano- and bulk-silicon-based insertion anodes for lithium-ion secondary cells
A5012225579	Uday S. Kasavajjula
A5100331428	Chunsheng Wang
A5103532493	A. John Appleby
W2109031474	Mobile App Rating Scale: A New Tool for Assessing the Quality of Health Mobile Apps
C2779794324	App store
A5032951181	Stoyan Stoyanov
A5023673789	Leanne Hides
A5063079719	David J. Kavanagh
A5062418954	Oksana Zelenko
A5053074581	Dian Tjondronegoro
W2005935750	Field theories with « Superconductor » solutions
A5031832032	Jared V. Goldstone
W2061962896	Generalized Benders decomposition
C41045048	Linear programming
C2778023678	Duality (order theory)
A5111807614	Arthur M. Geoffrion
W1996306336	Identification of Child Maltreatment With the Parent-Child Conflict Tactics Scales: Development and Psychometric Data for a National Sample of American Parents
C2993946119	Child abuse
C2776289891	Neglect
A5022906897	David Finkelhor
A5111579536	David W. Moore
A5068756258	Desmond K. Runyan
W2130067743	A New Product Growth for Model Consumer Durables
C2983335520	Growth model
C23213687	Consumer behaviour
A5010330805	Frank M. Bass
W2753160622	Optimization as a Model for Few-Shot Learning
C2781002164	Meta learning (computer science)
A5103832264	Sachin Ravi
A5019862529	Hugo Larochelle
W1629080377	Electrical spin injection in a ferromagnetic semiconductor heterostructure
A5005067631	Y. Ohno
A5078733089	D. K. Young
A5074192380	Bernd Beschoten
A5078119523	F. Matsukura
A5046134636	Hiroshi Ohno
W1601700513	Quantized Hall conductivity in two dimensions
C2992194453	Hall conductivity
W2066090712	A predictive approach to the random effect model
C168743327	Random effects model
W2134189468	Spectrum of pore types and networks in mudrocks and a descriptive classification for matrix-related mudrock pores
A5087763491	Ursula Hammes
W1508885706	The relation between the divergence of sequence and structure in proteins.
C167625842	Peptide sequence
C47701112	Protein structure
A5110253216	C. Chothia
A5057325979	Arthur M. Lesk
W1997531531	Strategies for Hydrogen Storage in Metal–Organic Frameworks
C76787000	Catenation
C179366358	Metal-organic framework
A5054372357	Jesse L. C. Rowsell
A5044268160	Omar M. Yaghi
W2036324861	Nano-optics of surface plasmon polaritons
C150835508	Surface plasmon polariton
A5015648832	Igor I. Smolyaninov
A5105369632	Alexei A. Maradudin
W4211210890	Upconverting Nanoparticles
C11630735	Photon upconversion
A5003150260	Markus Haase
A5045476054	Helmut Schäfer
W2160156450	OXYGEN AND HYDROGEN ISOTOPES IN THE HYDROLOGIC CYCLE
C133830359	Water cycle
C8625798	Surface water
A5091377271	J.R. Gat
W2021435259	A pomegranate-inspired nanoscale design for large-volume-change lithium battery anodes
A5033651799	Zhenda Lu
A5055836339	Jie Zhao
A5016796967	Matthew T. McDowell
A5037158942	Hyun‐Wook Lee
W2098224539	Stable cycling of double-walled silicon nanotube battery anodes through solid–electrolyte interphase control
C29452124	Interphase
A5001963067	Hui Wu
A5015156528	Gerentt Chan
A5091329617	Jang Wook Choi
A5103549636	Ill Ryu
A5079917819	Yan Yao
W2159289603	‘Sniffin’ Sticks': Olfactory Performance Assessed by the Combined Testing of Odour Identification, Odor Discrimination and Olfactory Threshold
C2778916471	Odor
C163214680	Olfaction
C3019361169	Detection threshold
C201792869	Olfactory system
A5088654598	Thomas Hummel
A5089657389	B. Sekinger
A5103450948	S. R. Wolf
A5111654229	E. Pauli
A5030901407	Gerd Kobal
W2146288845	Brand Experience: What is It? How is it Measured? Does it Affect Loyalty?
W2169830338	The Explanation of Productivity Change
C167562979	Classical economics
A5038208961	Dale W. Jorgenson
A5022503642	Zvi Griliches
W2170672592	Density as a Misleading Indicator of Habitat Quality
C185933670	Habitat
A5050502008	Beatrice Van Horne
W1990386756	Instability, turbulence, and enhanced transport in accretion disks
W2083278075	Detecting Causality in Complex Ecosystems
C110872660	Ecosystem
A5005438899	George Sugihara
A5041274004	Hao Ye
A5037899572	Chih‐hao Hsieh
A5015877702	Ethan R. Deyle
W2158391623	Questionnaire on the perceptions of patients about total knee replacement
C2986595273	Total knee replacement
A5043524261	Jill Dawson
A5006635528	Ray Fitzpatrick
A5110152500	David G. Murray
A5018103276	Andrew Carr
W1966168690	Nuclear charge-density-distribution parameters from elastic electron scattering
C107706756	Bessel function
A5053599687	H. de Vries
A5113168281	C. W. de Jager
A5110091503	C. de Vries
W2059784307	The rician distribution of noisy mri data
C60472773	Rician fading
A5040885868	Hákon Guðbjartsson
A5073522778	Samuel Patz
W2621266390	GW170104: Observation of a 50-Solar-Mass Binary Black Hole Coalescence at Redshift 0.2
A5109427038	B. P. Abbott
A5105920879	R. Abbott
A5113097922	T. D. Abbott
A5002195232	F. Acernese
A5034442699	K. Ackley
W2060581589	DISTRIBUTION OF EIGENVALUES FOR SOME SETS OF RANDOM MATRICES
A5003414742	V A Marčenko
A5085960631	L. А. Pastur
W2889615184	Graphene Anchored with Co<sub>3</sub>O<sub>4</sub> Nanoparticles as Anode of Lithium Ion Batteries with Enhanced Reversible Capacity and Cyclic Performance
A5052462717	Zhong‐Shuai Wu
A5055784049	Wencai Ren
A5100689235	Lei Wen
A5054610180	Libo Gao
A5082067121	Jinping Zhao
W2099008772	Nonlinear subsidence rate estimation using permanent scatterers in differential SAR interferometry
C180851071	Subsidence
W2146747898	The calculation of atomic fields
A5082451138	Lippert Thomas
W2596393192	Classical Electrodynamics (2nd edn)
C91748784	Electromagnetism
A5111693927	M. G. Brereton
W4211212552	Magnon spintronics
C204382992	Magnon
C158971709	Magnonics
A5035015128	Andrii V. Chumak
A5024769147	Vitaliy I. Vasyuchka
A5108078256	A. A. Serga
A5026397811	B. Hillebrands
W2090203522	Tomographic measurement of local cerebral glucose metabolic rate in humans with (F‐18)2‐fluoro‐2‐deoxy‐D‐glucose: Validation of method
C2775842073	Positron emission tomography
C9893847	Reproducibility
C2989005	Nuclear medicine
C43044207	Venous blood
A5103123273	M. E. Phelps
A5103147386	S.C. Huang
A5108574212	E.J. Hoffman
A5111859022	Carl Selin
A5026259953	Louis Sokoloff
W1911969426	Parity–time-symmetric whispering-gallery microcavities
C77255779	Whispering-gallery wave
A5100772366	Bo Peng
A5016725403	Şahin Kaya Özdemir
A5059892654	Fuchuan Lei
A5110179988	Faraz Monifi
A5040636126	Mariagiovanna Gianfreda
W3004227179	Optical Coherence and Quantum Optics
C22984246	Quantum imaging
C154236941	Physical optics
A5110890858	Emil Wolf
A5074235346	Pierre Meystre
W2127150969	The energy release in great earthquakes
W4234372245	Progress on a cognitive-motivational-relational theory of emotion.
C52268767	Relational theory
W2158167845	Image matching as a diffusion process: an analogy with Maxwell's demons
A5109997658	J.-P. Thirion
W2097844740	Bending instability of electrically charged liquid jets of polymer solutions in electrospinning
C138211643	Bent molecular geometry
A5009007860	Hao Fong
A5065554957	Sureeporn Koombhongse
W2170043702	Work engagement: An emerging concept in occupational health psychology
C2779363792	Coaching
C99753626	Employee engagement
A5023248014	Michael P. Leiter
A5059853168	Toon W. Taris
W2033633102	Influence of Energy Transfer by the Exchange Mechanism on Donor Luminescence
C106447425	Energy transfer
A5070796262	Mitio Inokuti
A5079948162	Fumio Hirayama
W2115424783	Multiobjective output-feedback control via LMI optimization
C3018623182	Output feedback
A5035889063	Carsten W. Scherer
A5046479507	M. Chilali
W2125410420	The multiconfiguration time-dependent Hartree (MCTDH) method: a highly efficient algorithm for propagating wavepackets
C106978608	Wave packet
A5113719986	M. Beck
W2164196847	The financialization of the American economy
C2780837152	Financialization
C136264566	Economy
A5063578215	Greta R. Krippner
W2052723426	Thermodynamics of Spacetime: The Einstein Equation of State
A5075366483	Ted Jacobson
W2133989913	An entropy based classification scheme for land applications of polarimetric SAR
C28493345	Polarimetry
C87360688	Synthetic aperture radar
A5034440051	S.R. Cloude
A5060425384	Éric Pottier
W1978574709	FLASH: An Adaptive Mesh Hydrodynamics Code for Modeling Astrophysical Thermonuclear Flashes
C72260207	Thermonuclear fusion
C2777526259	Flash (photography)
A5032693439	B. Fryxell
A5017134502	K. Olson
A5001105214	P. M. Ricker
A5038830689	F. X. Timmes
A5058765761	M. Zingale
W2038920443	Defining and identifying communities in networks
A5048471401	Filippo Radicchi
A5031236554	Claudio Castellano
A5010904023	Federico Cecconi
A5070657345	Vittorio Loreto
A5101754106	Domenico Parisi
W2169515696	Engineering and characterization of a superfolder green fluorescent protein
C204328495	Protein folding
C147816474	Protein engineering
A5060559234	J.D. Pédelacq
A5025597311	Stéphanie Cabantous
A5023097444	Timothy H. Tran
A5090015351	Thomas C. Terwilliger
A5044823225	Geoffrey S. Waldo
W1520730837	Automated protein model building combined with iterative structure refinement.
A5014431830	Anastassis Perrakis
A5071391432	Richard J. Morris
A5001883169	Victor S. Lamzin
W2100168895	Breakdown of predictability in gravitational collapse
C89748767	Equivalence principle (geometric)
W2033086110	Atomic Screening Constants from SCF Functions
A5041272689	D. L. Raimondi
W2012669847	Power In and Around Organizations.
A5050428872	David Krackhardt
A5061967017	Henry Mintzberg
W2087606978	To Be or Not To Be Pseudocapacitive?
A5066215099	Thierry Brousse
A5091436184	Daniel Bélanger
A5014747759	Jeffrey W. Long
W2141389982	Sorting networks and their applications
C111696304	Sorting
A5055192878	Kenneth E. Batcher
W3122520279	A theory of reciprocity
C38935604	Stylized fact
C59482028	Ultimatum game
C31250377	Strong reciprocity
A5084716352	Armin Falk
A5065933751	Urs Fischbacher
W2022634896	The twenty-item Toronto Alexithymia scale—II. Convergent, discriminant, and concurrent validity
A5048215616	R. Michael Bagby
W1983554669	Dictionary of Scientific Biography
C520712124	Biography
A5080487323	Sheldon T. Miller
W2025148421	2 + 1 dimensional gravity as an exactly soluble system
C166582202	Entropic gravity
W2050758723	Derivation of auditory filter shapes from notched-noise data
C112806600	Band-stop filter
C2776257435	Bandwidth (computing)
A5091634555	Brian R. Glasberg
A5110050608	Brian C. J. Moore
W2109948920	Massive Genomic Rearrangement Acquired in a Single Catastrophic Event during Cancer Development
C2992511266	Gene rearrangement
A5010958185	Chris Greenman
A5054413505	Beiyuan Fu
A5008181388	Fengtang Yang
A5063517739	Graham R. Bignell
W2121644225	'Luttinger liquid theory' of one-dimensional quantum fluids. I. Properties of the Luttinger model and their extension to the general 1D interacting spinless Fermi gas
C197334999	Luttinger liquid
C51675196	Fermi liquid theory
W4255389013	On the calculation of bonding energies by the Hartree Fock Slater method
A5038188328	Tom Ziegler
A5060748049	Arvi Rauk
W2122468689	The hydrodynamics of swimming microorganisms
C110407247	Inertia
A5003974917	Eric Lauga
A5028888734	Thomas Powers
W2016872568	Energy transfer in oxidic phosphors
C124385694	Phosphor
A5012884088	G. Blasse
W1931867546	A METHOD FOR THE FLUOROMETRIC ASSAY OF HISTAMINE IN TISSUES
C1122143	Histamine
C2778161354	Perchloric acid
C4725764	Extraction (chemistry)
A5068708738	Parkhurst A. Shore
A5081159439	Alan Burkhalter
A5017967762	Victor Cohn
W2108446403	Geometry optimizations in the zero order regular approximation for relativistic effects
C62396407	Bond-dissociation energy
A5066560234	Andreas W. Ehlers
A5110084602	Evert-Jan Baerends
W2118539261	Grain size dependence of coercivity and permeability in nanocrystalline ferromagnets
A5034489361	G. Herzer
W2137407452	A constitutive model for partially saturated soils
C202973686	Constitutive equation
C9930424	Saturation (graph theory)
A5081782890	Eduardo Alonso Pérez de Ágreda
A5074647317	Antonio Gens
A5005852784	Alejandro Josa
W2796854462	The lithium-ion battery: State of the art and future perspectives
A5086676630	Ghassan Zubi
A5045380953	Rodolfo Dufo‐López
A5091896322	Mónica Carvalho
A5059842863	Güzay Paşaoğlu
W4302415282	Statistics and data analysis in geology
C180093795	Aeolian processes
C167110946	Sand dune stabilization
C102879941	Graded bedding
W2013144732	Exciton Binding Energy and Nonhydrogenic Rydberg Series in Monolayer <mml:math xmlns:mml="http://www.w3.org/1998/Math/MathML" display="inline"><mml:mrow><mml:msub><mml:mrow><mml:mi>WS</mml:mi></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:mrow></mml:math>
A5088371748	Alexey Chernikov
A5017031564	Timothy C. Berkelbach
A5062292595	Heather M. Hill
A5039812989	Albert F. Rigosi
A5108007100	Yi-lei Li
W2047675913	From quantum matter to high-temperature superconductivity in copper oxides
C101496351	State of matter
A5087693024	B. Keimer
A5025146794	M. R. Norman
W2081194465	One-loop corrections for e+e− annihilation into μ+μ− in the Weinberg model
C201941533	Annihilation
A5056836214	Giampiero Passarino
W2159846010	Validation of a Decisional Conflict Scale
C2780801004	Immunization
A5085045867	Annette M. O’Connor
W1984432465	An ultrafast rechargeable aluminium-ion battery
A5058289619	Meng‐Chang Lin
A5072054932	Ming Gong
A5048126918	Bingan Lu
A5001889186	Yingpeng Wu
A5081268430	Di‐Yan Wang
W1985858988	Regulation of transport pathways in tumor vessels: Role of tumor type and microenvironment
C2776107976	Tumor microenvironment
C142724271	Pathology
A5076156814	Susan K. Hobbs
A5020471749	Wayne L. Monsky
A5033255876	Fan Yuan
A5091624507	W. Gregory Roberts
A5035363566	Linda G. Griffith
W2754252319	Short-Term Residential Load Forecasting Based on LSTM Recurrent Neural Network
A5091042741	Weicong Kong
A5100366084	Zhao Yang Dong
A5070141752	Youwei Jia
A5062944003	David J. Hill
A5013947981	Yan Xu
W2045470555	Advances in Understanding Clouds from ISCCP
C144402933	International Satellite Cloud Climatology Project
C2781448682	Cirrus
C199194280	Cloud top
C23690007	Radiance
A5079433095	William B. Rossow
A5079305983	Robert A. Schiffer
W2143182887	Carbon to volume relationships for dinoflagellates, diatoms, and other protist plankton
C2780204098	Dinoflagellate
C2778330419	Protist
C108469399	Plankton
A5030543797	Susanne Menden‐Deuer
A5113737734	Evelyn J. Lessard
W2030449718	A Simple Proof of the Restricted Isometry Property for Random Matrices
C2777759810	Lemma (botany)
A5072713767	Richard G. Baraniuk
A5064232831	Mark A. Davenport
A5110385534	Ronald DeVore
A5065207980	Michael B. Wakin
W2735457220	Probing many-body dynamics on a 51-atom quantum simulator
C161166931	Quantum simulator
A5107933780	Sylvain Schwartz
A5050932483	Alexander Keesling
A5003369827	Harry Levine
A5011396713	Ahmed Omran
W2019579421	A survey of interstellar H I from L-alpha absorption measurements. II
C196939603	Interstellar medium
C101991246	Extinction (optical mineralogy)
A5026717976	R. C. Bohlin
A5021977014	Blair D. Savage
A5004992182	J. F. Drake
W2041853216	Effect Sizes for Interpreting Changes in Health Status
A5062831158	Lewis E. Kazis
A5109364870	Jennifer J. Anderson
A5069725714	Robert F. Meenan
W2105235982	Applications of second-order cone programming
A5069720942	Miguel Sousa Lobo
A5022063645	Hervé Lebret
W2112940941	Path integrals in the theory of condensed helium
C2777102306	Path integral Monte Carlo
W2082234179	Nonlinear Dielectric Polarization in Optical Media
C147724859	Anharmonicity
A5059107007	D. A. Kleinman
W2043857342	Plasmon-Induced Transparency in Metamaterials
A5100321581	Shuang Zhang
A5070807857	Dentcho A. Genov
A5100344817	Yuan Wang
A5100642558	Ming Liu
A5100368854	Xiang Zhang
W1991146308	Radiative forcing and climate response
A5069096450	James E. Hansen
A5014139611	M. Sato
A5082049193	Reto Rüedy
W2006083616	A Dielectric Polymer with High Electric Energy Density and Fast Discharge Speed
A5059744531	Baojin Chu
A5001744159	Xin Zhou
A5084562807	Kailiang Ren
A5079378487	Bret Neese
A5100839134	Minren Lin
W2412976663	Psychometric properties of the PTSD Checklist for Diagnostic and Statistical Manual of Mental Disorders–Fifth Edition (PCL-5) in veterans.
C2779549880	PsycINFO
C2775969662	Veterans Affairs
C2778941446	Anhedonia
A5051971057	Michelle J. Bovin
A5008674066	Brian P. Marx
A5068804014	Matthew W. Gallagher
A5068370874	Paola Rodriguez
W2112297827	Emergent phenomena at oxide interfaces
C2778688070	Complex oxide
A5074034073	Yoshihiro Iwasa
A5024419745	M. Kawasaki
W2185175083	From image descriptions to visual denotations: New similarity metrics for semantic inference over event descriptions
C149106765	Denotation (semiotics)
A5109313611	Peter Young
A5044911994	Alice Lai
A5111974003	Micah Hodosh
A5042661827	Julia Hockenmaier
W1994240164	Gaussian basis sets for use in correlated molecular calculations. IX. The atoms gallium through krypton
C521692839	Krypton
A5058793147	Angela K. Wilson
A5029596133	Kirk A. Peterson
W2039225808	Parton fragmentation and string dynamics
C2776590265	Dimensional regularization
A5070042694	B. G. Andersson
A5040015873	Gösta Gustafson
A5082346494	G. Ingelman
W2065429003	SERS: Materials, applications, and the future
A5001158948	Bhavya Sharma
A5016827060	Renee R. Frontiera
A5062958263	Anne-Isabelle Henry
A5019490372	Emilie Ringe
W2145141773	Lifetime and 12-Month Prevalence of Bipolar Spectrum Disorder in the National Comorbidity Survey Replication
C2778567577	Hypomania
C2779159551	Comorbidity
C2776174506	Bipolar disorder
A5027210624	Kathleen R. Merikangas
A5091196680	Hagop S. Akiskal
A5051687972	Jules Angst
A5109892661	RN
A5111634651	Robert M. A. Hirschfeld
W4238768614	Raman Spectroscopy of Biological Tissues
A5007661082	Zanyar Movasaghi
A5017394660	Shazza Rehman
A5076786838	Ihtesham Ur Rehman
W2039501915	Epitaxial Growth of Highly Luminescent CdSe/CdS Core/Shell Nanocrystals with Photostability and Electronic Accessibility
C161368742	High-resolution transmission electron microscopy
A5013868523	Xiaogang Peng
A5002261703	M. C. Schlamp
A5051122536	A. V. Kadavanich
W2089997550	Theory of the linewidth of semiconductor lasers
C142181693	Laser linewidth
A5000671235	C. H. Henry
W2296636214	Virtual time
C174220543	Rollback
C84511453	Concurrency control
A5029383059	David Jefferson
W1982967337	Enhanced secondary analysis of survival data: reconstructing the data from published Kaplan-Meier survival curves
C207103383	Hazard ratio
A5086536933	Patricia Guyot
A5006410830	A. E. Ades
A5109092702	Mario JNM Ouwens
A5052188317	Nicky J. Welton
W2046439097	Topological Entanglement Entropy
W2017445558	Self-consistent mean-field models for nuclear structure
C67327403	Nuclear structure
A5068545466	M. Bender
A5082697518	P.-H. Heenen
A5044895323	P.‐G. Reinhard
W2170467533	The Performance of RMSEA in Models With Small Degrees of Freedom
A5076830952	David A. Kenny
A5060838132	Burcu Kaniskan
A5043891392	D. Betsy McCoach
W2082211203	A simple model of feedback oscillator noise spectrum
C2983980114	Noise spectrum
A5091183626	D.B. Leeson
W1997124098	Quantum cryptography without Bell’s theorem
W1560036927	Microwave molecular spectra
W2035677848	Lanczos Filtering in One and Two Dimensions
C119256216	Lanczos resampling
A5084391159	Claude E. Duchon
W2794162265	The Large Scale Structure of Space–Time
C86031905	Hawking
A5015574991	Nicholas M. J. Woodhouse
W2035196826	The Penetration of a Potential Barrier by Electrons
C201966971	Rectangular potential barrier
C197320386	Hypergeometric function
A5008918725	Carl Eckart
W2040263621	Data mining with big data
A5080738591	Xindong Wu
A5084641325	Xingquan Zhu
A5059939190	Gongqing Wu
A5088432110	Wei Ding
W2166025830	Newcastle-Ottawa Scale: comparing reviewers’ to authors’ assessments
C119060515	Interquartile range
A5075917312	Carson K. L. Lo
A5009362952	Dominik Mertz
A5084198418	Mark Loeb
W2090218979	Synchrosqueezed wavelet transforms: An empirical mode decomposition-like tool
A5061472917	Jianfeng Lu
A5049698434	Hau‐Tieng Wu
W1998983070	What is a geomagnetic storm?
C9844520	Ring current
C170641098	Geomagnetic storm
C130443932	Magnetosphere
C157899998	Substorm
A5056464219	W. D. González
A5108269556	Jo Ann Joselyn
A5111479054	Y. Kamide
A5063018484	H. W. Kroehl
A5010310655	G. Rostoker
W2004117188	Screened hybrid density functionals applied to solids
C89957378	Reciprocal lattice
A5071805555	Joachim Paier
A5046125170	Martijn Marsman
A5005086485	Iann C. Gerber
W4211137059	Review of electrical energy storage technologies, materials and systems: challenges and prospects for large-scale grid storage
C194739806	Computer data storage
A5022939028	Turgut M. Gür
W2104237724	A survey of mobile cloud computing: architecture, applications, and approaches
C2779191767	Mobile cloud computing
C79974875	Cloud computing
C144543869	Mobile computing
A5007992576	Dinh Thai Hoang
A5045429861	Chonho Lee
W2169033715	The C-OAR-SE procedure for scale development in marketing
A5086689536	John R. Rossiter
W2123431441	New Public Management Is Dead--Long Live Digital-Era Governance
C2779308522	Digitization
C3116431	Public administration
A5045167008	Patrick Dunleavy
W2088703872	Convexity conditions and existence theorems in nonlinear elasticity
C2983365874	Nonlinear elasticity
A5071205372	J. M. Ball
W1981244505	The Inelastic Scattering of Neutrons
C142199849	Inelastic scattering
A5109195543	Walter Hauser
W2131094572	GPR120 Is an Omega-3 Fatty Acid Receptor Mediating Potent Anti-inflammatory and Insulin-Sensitizing Effects
C19841687	GPR120
C2779306644	Insulin
C112446052	Insulin receptor
A5110190464	Da Young Oh
